,,,,,,0101,0102,0103,0104,0105,0201,0202,0203,0204,0301,0302,0303,0401,0402,0501,0502,0503,0601,0602,0701,0702,0703,0704,0705,0706,0707,,,,,,,,,,,,,,,,,,,,,,,,,,
UY,CVUY,CVUy es el sistema de currículos académicos utilizado a nivel nacional. Los datos de los usuarios de CVUy están disponibles a instituciones de investigación través de un servicio web para fines de evaluación y/o investigación. CVUy busca reflejar la diversidad de perfiles y productos de I+D para ponerla a consideración de los evaluadores.,https://cvuy.uy/,cvuy@anii.org.uy,"0401,0703,0705",,,,,,,,,,,,,X,,,,,,,,,X,,X,,,,,,,,,,,,,,,0401,,,,,,,,,0703,,0705,,
UY,LA Referencia ,"País socio del Proyecto LA-Referencia, ha generado iniciativas nacionales en el tema de Repositorios y Acceso Abierto.",https://www.lareferencia.info/es/nodos/uruguay,anii@anii.org.uy,"0101,0102,0103,0401,0702,0705",X,X,X,,,,,,,,,,X,,,,,,,,X,,,X,,,0101,0102,0103,,,,,,,,,,0401,,,,,,,,0702,,,0705,,
UY,Innovación en servicios públicos,"Mejorar los servicios públicos que utilizan las personas, aprovechando la incorporación de nuevos conocimientos y tecnologías mediante la innovación abierta, para beneficio de la población.",https://innovacionpublica.anii.org.uy/,innovacionpublica@anii.org.uy,0502,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,0502,,,,,,,,,,
PE,Participación de Perú en SciELO y Evaluación de Revistas,"Perú gestiona la colección SciELO Perú, que indiza 52 revistas científicas a texto completo. Se ha propuesto aumentar el puntaje de calificación para investigadores Renacyt en revistas que forman parte de SciELO. ",http://www.scielo.org.pe/,soporte.cti@concytec.gob.pe,"0101,0102,0401,0501,0701,0704,0706,0707",X,X,,,,,,,,,,,X,,X,,,,,X,,,X,,X,X,0101,0102,,,,,,,,,,,0401,,0501,,,,,0701,,,0704,,0706,0707
PE,Sistema de Currículums CTI Vitae ,"Sistema que almacena hojas de vida autorreferenciadas. A los usuarios inscritos se les permite participar en los fondos concursables del Concytec, a tráves de Prociencia y, acceder a servicios como bases de datos bibliográficas, redes especializadas y revistas científicas a texto completo.",https://ctivitae.concytec.gob.pe/appDirectorioCTI/DirectorioCTI.do?tipo=registrousuario,soporte.cti@concytec.gob.pe,"0101,0501,0703,0706",X,,,,,,,,,,,,,,X,,,,,,,X,,,X,,0101,,,,,,,,,,,,,,0501,,,,,,,0703,,,0706,
PE,PerúCRIS,"La Plataforma #PerúCRIS contiene información sobre las actividades y capacidades en ciencia, tecnología e innovación (CTI) del Perú. Esta información se muestra a través de cinco directorios: Talento humano, Instituciones, Proyectos, Producción científica e Infraestructura; a fin de, consolidar y gestionar la información científica y académica de todo el Perú, generar estadísticas para apoyar la toma de decisiones a nivel institucional, regional, sectorial y nacional y visibilizar globalmente las actividades, capacidades y producción científica de los investigadores peruanos.",https://www.cepal.org/es/notas/perucris-infraestructura-esencial-desarrollo-la-ciencia-abierta,perucris@concytec.gob.pe,"0101,0401,0501,0702,0704,0706",X,,,,,,,,,,,,X,,X,,,,,,X,,X,,X,,0101,,,,,,,,,,,,0401,,0501,,,,,,0702,,0704,,0706,
PE,Código de Integridad Científica,"El cógido de integridad científica establece normas de conducta, infracciones y sanciones para toda persona natural o jurídica que realice investigación científica, desarrollo tecnológico y/o innovación tecnológica en el territorio nacional.",https://portal.concytec.gob.pe/images/publicaciones/Codigo-integridad-cientifica.pdf,comunicacion@concytec.gob.pe,"0601,0701",,,,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,0601,,0701,,,,,,
PE,LA Referencia ,"País socio del Proyecto LA-Referencia, ha generado iniciativas nacionales en el tema de Repositorios y Acceso Abierto, entre los que se destacan: el uso de repositorios registrados en OpenDOAR, repositorios en el sector público, repositorios de datos. Es signatario de los principales acuerdos de LA Referencia",https://www.lareferencia.info/es/nodos/peru,alicia@concytec.gob.pe,"0101,0401,0701,0703,0705,0707",x,,,,,,,,,,,,x,,,,,,,x,,x,,x,,x,0101,,,,,,,,,,,,0401,,,,,,,0701,,0703,,0705,,0707
PE,Repositorio Nacional Digital de Acceso Abierto (ALICIA),"Perú cuenta con un marco normativo que establece el Repositorio Nacional Digital de Ciencia, Tecnología e Innovación, denominado ALICIA (Acceso Libre a la Información Científica); y que brinda acceso abierto al patrimonio intelectual resultado de la producción en materia de ciencia, tecnología e innovación realizada en entidades del sector público o con financiamiento del Estado. 228 instituciones contruyen con información en Alicia a  través de la interoperabilidad con sus repositorios institucionales. Adicionalmente, se ha establecido la evaluación de repositorios institucionales, cuyos criterios incluyen visibilidad, aspectos legales, metadatos, interoperabilidad, estadísticas, seguridad, autenticidad e integridad de los datos. ",https://alicia.concytec.gob.pe/,alicia@concytec.gob.pe,"0101,0401,0601,0701",X,,,,,,,,,,,,X,,,,,X,,X,,,,,,,0101,,,,,,,,,,,,0401,,,,,0601,,0701,,,,,,
PE,Participación de Perú en el proyecto HE RESINFRA PLUS,"Perú es miembro del consorcio de 20 entidades que ejecuta el proyecto Horizonte Europa Resinfra Plus. Este proyecto que inició en Enero de 2024 y termina en diciembre 2025, tiene como objetivo principal establecer un marco sostenible para el trabajo colaborativo bi regional EU y Latam sobre Infraestructuras de Investigación.  Además en ese marco, el Concytec está evaluando la firma de un MoU con RedCLARA con la intención de crear la Red Nacional de Investigacion y Educación peruana.","www.resinfra-eulac.eu
",degc@concytec.gob.pe ccordova@concytec.gob.pe,"0105,0401,0402,0703",,,,,X,,,,,,,,X,X,,,,,,,,X,,,,,,,,,0105,,,,,,,,0401,0402,,,,,,,,0703,,,,
PA,Políticas de Acceso Abierto en Universidades,"Tres universidades panameñas implementan políticas institucionales de Acceso Abierto, basadas en lineamientos que estableció la Universidad Tecnológica de Panamá (UTP). La concretización de las misma está más avanzada en una u otra institución. Por ejemplo, la Universidad de las Americas (UDELAS), indica que se tiene estimado que la política institucional de acceso abierto se aprobará en el año 2025. Para la Universidad Tecnológica de Panamá y la Universidad Católica Santa María la Antigua (USMA) no se han reportado avances en cuanto a su aprobación formal desde el 2023.
Estas instituciones, incluyendo:
la Universidad de Panamá, Universidad Autónoma de Chiriquí (UNACHI), Univerisdad la Universidad Metropolitana de Educación, Ciencia y Tecnología (UMECIT), el Instituto Nacional de Estudios Democráticos del Tribunal Electoral de Panamá, Universidad Latina de Panamá, el Órgano Judicial de Panamá, Quality Leadership University (QLU), Universidad Euroamericana, cuentan con políticas de acceso abierto para las revistas que editan (https://ridda2.utp.ac.pa/handle/123456789/18262) ",https://ridda2.utp.ac.pa/handle/123456789/18262,consejo@cwpanama.net,"0101,0401,0402,0702,0703,0704,0705",X,,,,,,,,,,,,X,X,,,,,,,X,X,X,X,,,0101,,,,,,,,,,,,0401,0402,,,,,,,0702,0703,0704,0705,,
PA,Nodo Nacional y Repositorios,"El nodo nacional de publicaciones (Portal de Repositorios Institucionales de Ciencia, Tecnología e Innovación de Literatura Abierta - PRICILA) se constituyó en 2019 con ayuda de LA Referencia, pasando de una ausencia de agregador de repositorios a contar con 10 repositorios integrados. Actualmente se tiene contemplado apoyar desde la SENACYT la migración de la versión del software DSpace y directrices de metadados para el 2025.
Actualmente varios centros de investigación y universidades trabajan para actualizar o implementar su repositorio institucional
Se incluyó como requisito mandatorio el depósito de la producción científica en repositorios institucionales cuyos proyectos hayan recibido financiamiento de las convocatorias de la Dirección de I+D de la SENACYT",http://pricila.senacyt.gob.pa/vufind/,abc@senacyt.gob.pa,"0101,0104,0105,0401,0402,0702,0703,0704,0705,0706",X,,,x,x,,,,,,,,X,X,,,,,,,X,X,X,X,X,,0101,,,0104,0105,,,,,,,,0401,0402,,,,,,,0702,0703,0704,0705,0706,
PA,Iniciativas de Datos Abiertos de Investigación y Repositorio Nacional de Datos,"Se ha implementado un dataverse (que será utilizado como un repositorio nacional) en servidor de pruebas y se ha materializado conocimiento técnico sobre el software.
El país cuenta con una iniciativa nacional sobre datos abiertos: la Infraestructura Panameña de Datos Espaciales (https://www.ipde.gob.pa/), 
Durante el 2025 se estipula desarrollar un plan de capacitacioens dirigido a investigadores, gestores y tomadores de decisiones sobre datos abiertos de investigación",https://www.senacyt.gob.pa/wp-content/uploads/2021/06/VHarris-Costa-Rica.pdf,abc@senacyt.gob.pa,"0102,0104,0105,0401,0402,0503,0702,0703,0704,0706",,X,,x,x,,,,,,,,X,X,,,X,,,,X,X,X,,X,,,0102,,0104,0105,,,,,,,,0401,0402,,,0503,,,,0702,0703,0704,,0706,
PA,Sistemas CRIS nacionales,"La SENACYT gestiona un sistema CRIS con enfoque nacional, denominado CONECTO, coadministrado por organizaciones del territorio nacional. La SENACYT ha incluído como requisito mandatorio contar con un perfil en dicha plataforma.
 
También algunas organizaciones han implementando sistemas tipo CRIS (Universidad Tecnológica de Panamá y Universidad Autónoma de Chiriquí).","http://conecto.senacyt.gob.pa/conecto/about ; 


https://apersei.utp.ac.pa/ ; 


https://registros2.unachi.ac.pa/wunachi/siu/administrative/index.php/investigadores_portal/c_investigadores_portal",abc@senacyt.gob.pa,"0104,0105,0401,0402,0702,0703,0704,0705,0706",,,,X,X,,,,,,,,X,X,,,,,,,X,X,X,X,X,,,,,0104,0105,,,,,,,,0401,0402,,,,,,,0702,0703,0704,0705,0706,
PA,Portal Nacional de Revistas Científicas (agregador),"Actualmente la SENACYT se encuentra trabajando en la consolidación del portal nacional de revistas científicas (agregador) que tiene como propósito centralizar las publicaciones académicas nacionales, facilitando su acceso y organización. Se espera lanzar este portal durante el 2025. Esta plataforma tiene como objetivo mejorar la visibilidad de las revistas científicas editadas en Panamá. El portal se consolidará gracias a los  esfuerzos realizado por las dos versiones del Programa de Fortalecimiento de Revistas Científicas de Universidades de Panamá del Consejo de Rectores y que financió la SENACYT, en donde se fomentó la adopción del software OJS en más de 30 revistas y se colaboró con la formación de competencias editoriales bajo el modelo de acceso abierto diamante.",,abc@senacyt.gob.pa,"0101,0104,0105,0202,0203,0401,0402,0701,0702,0703,0704,0705,0706",x,,,x,x,,x,x,,,,,x,x,,,,,,x,x,x,x,x,x,,0101,,,0104,0105,,0202,0203,,,,,0401,0402,,,,,,0701,0702,0703,0704,0705,0706,
PA,Acceso a Bibliografía Científica (ABC),La plataforma Acceso a Bibliografía Científica (ABC) una iniciativa de la SENACYT que impulsa las suscripciones conjuntas tipo consorciales de recursos bibliográficos digitales internacionales,https://abc.senacyt.gob.pa,abc@senacyt.gob.pa,"0101,0103,0202,0401,0703,0704",X,,X,,,,X,,,,,,X,,,,,,,,,X,X,,,,0101,,0103,,,,0202,,,,,,0401,,,,,,,,,0703,0704,,,
PA,Iniciativas de Ciencia Ciudadana en el país,"El Smithsonian Tropical Research Institute (STRI) cuenta con varias iniciativas de ciencia ciudadana (https://biogeodb.stri.si.edu/caribbean/en/contributors/citizen_scientists#4), especialmente la identificación de especímenes animales a través de fotografías (https://biogeodb.stri.si.edu/caribbean/en/contributors/citizen_scientists#4 / / https://stri.si.edu/es/noticia/fotografos-de-peces-extraordinarios)

La SENACYT financia a través de la Dirección de I+D y gestionado por el Instituto Conmemorativo Gorgas de Estudios de la Salud, un App para la implementación de biomonitoreo participativo de la calidad de agua en ríos (https://aquanet.gorgas.gob.pa/ // https://utp.ac.pa/presentacion-de-la-aplicacion-aquanet)
","https://stri.si.edu/es/noticia/fotografos-de-peces-extraordinarios

https://biogeodb.stri.si.edu/caribbean/en/contributors/citizen_scientists#4

https://aquanet.gorgas.gob.pa/",Ver sitios web listados,"0102,0103,0201,0203,0204,0301,0302,0303,0401,0402,0701,0702,0703,0704,0705,0706,0707",,x,x,,,x,,x,x,x,x,x,x,x,,,,,,x,x,x,x,x,x,x,,0102,0103,,,0201,,0203,0204,0301,0302,0303,0401,0402,,,,,,0701,0702,0703,0704,0705,0706,0707
PA,LA Referencia,"País socio del proyecto LA Referencia, ha generado iniciativas y proyectos nacionales en temas de Acceso Abierto, entre los que se pueden resumir: la creación del Repositorio Nacional de Publicaciones (PRICILA), implementación de un sistema nacional CRIS, repositorio nacional de datos de investigación, entre otros.",https://www.lareferencia.info/es/nodos/panama,abc@senacyt.gob.pa,"0101,0401,0701,0703,0705,0707",x,,,,,,,,,,,,x,,,,,,,x,,x,,x,,x,0101,,,,,,,,,,,,0401,,,,,,,0701,,0703,,0705,,0707
PA,Política Centroamericana para la Ciencia Tecnología e Innovación Abierta y los Mecanismos para Medir su impacto en la Sociedad,"El proyecto Política Centroamericana para la Ciencia Tecnología e Innovación Abierta y los Mecanismos para Medir su impacto en la Sociedad es desarrollado por la Senacyt con el apoyo de la Fundación Ciudad del Saber, el Sistema de la Integración Centroamericana (SICA), la Comisión para el Desarrollo Científico y Tecnológico de Centroamérica y Panamá (Ctcap); la Secretaría General del Consejo Superior Universitario Centroamericano (Csuca) en Guatemala y con el financiamiento del International Development Research Center (IDRC) de Canadá.

Con el proyecto se busca contribuir a promover un sistema de ciencia, tecnología e innovación abierta e inclusiva para Belice, Guatemala, El Salvador, Honduras, Nicaragua, Costa Rica, Panamá y República Dominicana.

Nota: el proyecto tiene un fin más amplio que la ciencia abierta",https://www.senacyt.gob.pa/avanza-el-proyecto-politica-centroamericana-para-la-cti-abierta-y-los-mecanismos-para-medir-su-impacto-en-la-sociedad/,info@senacyt.gob.pa,"0202,0203,0601,0701,0702,0705,0707",,,,,,,x,x,,,,,,,,,,x,,x,x,,,x,,x,,,,,,,0202,0203,,,,,,,,,,0601,,0701,0702,,,0705,,0707
PA,"Plan Estratégico Nacional de Ciencia, Tecnología e Innovación (PENCYT)","El Plan Estratégico Nacional de Ciencia, Tecnología e Innovación (PENCYT) tiene como función principal definir las acciones estratégicas que deben llevarse a cabo en el ámbito de la investigación, la tecnología y la innovación en Panamá. El PENCYT se alinea con las prioridades del gobierno y busca contribuir a la transformación del país hacia un Estado moderno y competitivo. El plan se ejecuta a lo largo de un período quinquenal y se adapta a las demandas cambiantes y a la disponibilidad de recursos financieros.",https://www.senacyt.gob.pa/pencyt-2019-2024/,info@senacyt.gob.pa,"0201,0202,0203,0502,0702,0705",,,,,,X,X,X,,,,,,,,X,,,,,X,,,X,,,,,,,,0201,0202,0203,,,,,,,,0502,,,,,0702,,,0705,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Crear un entorno normativo propicio para la ciencia abierta;,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Invertir en infraestructuras y servicios de ciencia abierta;,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Invertir en recursos humanos, formación, educación, alfabetización digital y desarrollo de capacidades para la ciencia abierta;",,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fomentar una cultura de la ciencia abierta y armonizar los incentivos en favor de la ciencia abierta;,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"promover la cooperación internacional y multipartita en el contexto de la ciencia abierta y con miras a reducir las brechas digital, tecnológica y de conocimientos.",,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Otros,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
